;Location;Page_n;Title;Url;Date;Description;Clean_text
1742;Świat;9;Bez negatywnego wyniku testu nie wjedziesz. Litwa zaostrza kontrolę graniczną;https://www.tvp.info/51962511/koronawirus-litwa-zaostrzyla-kontrole-graniczna-przy-wjezdzie-min-z-polski-tvp-info;25.01.2021;W związku z szerzeniem się nowych wariantów koronawirusa Litwa od poniedziałku zaostrzyła kontrolę graniczną. Wymóg posiadania negatywnego testu i samoizolacji dotyczy osób przybywających z około 200 krajów, w tym z Polski.;W związku z szerzeniem się nowych wariantów koronawirusa Litwa od poniedziałku zaostrzyła kontrolę graniczną. Wymóg posiadania negatywnego testu i samoizolacji dotyczy osób przybywających z około 200 krajów, w tym z Polski.  Na liście znalazły się praktycznie wszystkie państwa europejskie, poza Grecją, Finlandią i częściowo Norwegią .  Jak podaje litewskie ministerstwo zdrowia, osoby przybywające z krajów objętych wzmożoną kontrolą obowiązuje posiadanie negatywnego wyniku testu na obecność koronawirusa, wykonanego najpóźniej 48 godzin przed przyjazdem, oraz 14-dniowa samoizolacja .  Rządowa komisja ds. sytuacji nadzwyczajnych zaproponowała w poniedziałek wydłużenie w kraju kwarantanny do końca lutego . Zgodnie z obecnym założeniem kwarantanna ma obowiązywać do końca stycznia. Decyzję w tej sprawie podejmie rząd w środę.  Wprowadzona 7 listopada kwarantanna przynosi pozytywne efekty. Sytuacja epidemiczna w kraju poprawia się. W ciągu ostatnich 14 dni na 100 tys. mieszkańców liczba zachorowań wynosi 527.  Ostatniej dobie w kraju zarejestrowano 541 nowe przypadki koronawirusa, w tym czasie zmarło z jego powodu 15 osób .  Jeżeli dynamika obecnej sytuacji epidemicznej utrzyma się, rząd zapowiada w połowie lutego poluzowanie restrykcji, m.in. otwarcie sklepów i stoków narciarskich oraz częściowe wznowienie nauki w szkołach.
1743;Świat;9;Nowe obostrzenia w Madrycie. Mieszkańców pilnują policja i drony;https://www.tvp.info/51961965/koronawirus-w-madrycie-policja-i-drony-pilnuja-przestrzegania-ograniczenia-w-przemieszczaniu-sie-tvp-info;25.01.2021;Władze Madrytu podjęły w poniedziałek kolejne kroki w walce z trzecią falą koronawirusa. Ponad 200 funkcjonariuszy policji miejskiej pilnuje przestrzegania nowych ograniczeń w przemieszczaniu się mieszkańców. Z powietrza ulice stolicy monitorują drony.;Władze Madrytu podjęły w poniedziałek kolejne kroki w walce z trzecią falą koronawirusa. Ponad 200 funkcjonariuszy policji miejskiej pilnuje przestrzegania nowych ograniczeń w przemieszczaniu się mieszkańców. Z powietrza ulice stolicy monitorują drony. Nowe restrykcje będą obowiązywały do 8 lutego włącznie – poinformowały władze miasta na stronach internetowych.  Według burmistrza Jose Luisa Martineza-Almeidy, drony mają kontrolować przestrzeganie mobilności mieszkańców na obszarach o największej częstotliwości zakażeń, aby zapobiec rozprzestrzenianiu się Covid-19. Z powietrza monitorowane będą m. in. obiekty handlowe i rekreacyjne, a także ulice podczas godziny policyjnej.   Policyjne punkty kontrolne na drogach Ponad 57 tys. grzywien za nieprzestrzeganie przepisów antykoronawirusowych Od poniedziałku dodatkowe ograniczenia objęłyW całym stołecznym regionie autonomicznym restrykcje obejmują 56 stref oraz 25 gmin. Ustanowiono też 56 policyjnych punktów kontrolnych na drogach.Lokalne władze wprowadziły g. Sklepy, bary i restauracje mają zamykać się najpóźniej o godz. 21. Liczba klientów została ograniczona do 50 proc., z wyjątkiem teatrów, kin oraz ogródków przy restauracjach, gdzie utrzymano limity na poziomie 75 proc. zajętych miejsc. Przy stoliku może usiąść do czterech osób., osób nie mieszkających pod jednym dachem. Wyjątkiem są osoby wymagające opieki i mieszkające samotnie. Także pary mieszkające oddzielnie będą mogły się spotykać.Burmistrz zaapelował do ludności o odpowiedzialność i przestrzeganie nowych obostrzeń. Według „AB”, w niedzielę podczas spotkania w kwaterze głównej policji w Madrycie burmistrz przypomniał, że od października 2020 rokuza nieprzestrzeganie przepisów antykoronawirusowych. W ubiegłą sobotę policja ukarała grzywnąw większości za brak maseczek oraz nieprzestrzeganie bezpiecznego dystansu.Według „Vozpopuli”, autonomiczny region Madrytu odnotowałCovid-19 oraz 60 zgonów.
1749;Świat;9;Kolejna mutacja wirusa pojawiła się w Wielkiej Brytanii;https://www.tvp.info/51957733/wbrytania-minister-zdrowia-poludniowoafrykanska-mutacja-wirusa-trafila-do-kraju-i-tvp-info;25.01.2021;Minister zdrowia Wielkiej Brytanii Matt Hancock poinformował w niedzielę, że w jego kraju wykryto dotychczas 77 przypadków zakażenia południowoafrykańską odmianą koronawirusa. Wyjaśnił, że wszystkie związane są z podróżami do RPA i obecnie są ściśle monitorowane.;Minister zdrowia Wielkiej Brytanii Matt Hancock poinformował w niedzielę, że w jego kraju wykryto dotychczas 77 przypadków zakażenia południowoafrykańską odmianą koronawirusa. Wyjaśnił, że wszystkie związane są z podróżami do RPA i obecnie są ściśle monitorowane.  Hancock dodał, że w Wielkiej Brytanii odkryto także brazylijską mutację koronawirusa, ale takich przypadków jest znacznie mniej, bo tylko 9. Są one także pod szczególną kontrolą.  W Wielkiej Brytanii jest 77 znanych przypadków wariantu południowoafrykańskiego – powiedział Hancock w telewizji BBC. „Są pod bardzo ścisłą obserwacją. Ulepszyliśmy też śledzenie kontaktów zakażonych osób, tak żeby zrobić wszystko, co w naszej mocy, aby powstrzymać rozprzestrzenianie się tego rodzaju wirusa”.  Minister podkreślił, że wszystkie znane przypadki dotyczą osób, które przyjechały z Afryki Południowej lub miały kontakt z kimś, kto stamtąd przybył.  Otwarcie szkół na początku kwietnia?
1750;Świat;9;Niemcy kupiły nowe lekarstwo na COVID-19;https://www.tvp.info/51957234/niemcy-nowe-lekarstwo-na-koronawirusa-jak-dziala-powstrzyma-mutacje-covid-19-tvp-info;25.01.2021;Niemcy zakupiły nowe lekarstwo przeciw koronawirusowi. Jest oparte na zasadzie działania przeciwciał. Do Niemiec trafi 200 tys. dawek tego medykamentu.;"Niemcy zakupiły nowe lekarstwo przeciw koronawirusowi. Jest oparte na zasadzie działania przeciwciał. Do Niemiec trafi 200 tys. dawek tego medykamentu.  O sprawie poinformował niemiecki tabloid „Bild am Sonntag"". Gazeta pisze, że lekarstwo dotrze do Niemiec w przyszłym tygodniu. „W Niemczech, jako pierwszym kraju UE, zostanie zastosowane lekarstwo oparte na bazie przeciwciał monoklonalnych. Lekarstwo to działa jak bierna odporność swoista. Podanie przeciwciał we wczesnej fazie choroby może pomóc pacjentom z grupy ryzyka uniknąć jej ciężkiego przebiegu” – pisze gazeta dodając, że w ten sposób leczono byłego prezydenta USA Donalda Trumpa.   Lek kosztuje dwa tysiące euro „Bild am Sonntag"" twierdzi, że władze zakupiły; jedna dawka kosztuje więc dwa tysiące euro. Leczenie z użyciem tego preparatu ma najpierw zostać zastosowane w klinikach uniwersyteckich.Deutsche Welle podało, że w przypadku tego leku, opracowanego przez amerykańską firmę Regeneron, „czynnikiem aktywnym miksu jest kombinacja dwóch specjalnie opracowanych przeciwciał, które łączą się z białkiem S koronawirusa i deformują jego strukturę. W ten sposób można uniknąć zaatakowania przez koronawirus komórek człowieka i zastopować mnożenie się wirusa”. Jak podał w poniedziałek Instytut Chorób Zakaźnych im. Roberta Kocha, liczba śmiertelnych ofiar koronawirusa w Niemczech zwiększyła się o 217 i wyniosła 52 087. Zarejestrowano też 6 729 nowych zachorowań co zwiększyło ich łączną liczbę do 2 141 665.   Niemiecki lockdown i twarde restrykcje Wobec utrzymującego się wysokiego poziomu zakażeń i zgonów kanclerz Angela Merkel i premierzy niemieckich krajów związkowych podjęli decyzję o przedłużeniu do 14 lutego obowiązującego obecnieZamknięte pozostaną m.in. szkoły i przedszkola, restauracje i puby, teatry i opery, a także duża część placówek handlu detalicznego, z wyjątkiem sklepów spożywczych i aptek.Merkel ostrzegła, że wobec ryzyka rozprzestrzeniania się nowych mutacji koronawirusa Niemcy"
1754;Świat;9;Rząd Izraela ma zawiesić ruch lotniczy. „Chcemy hermetycznie zamknąć kraj ”;https://www.tvp.info/51951965/izraelskie-media-rzad-zdecydowal-o-zawieszeniu-ruchu-lotniczego-do-konca-stycznia-ograniczenie-ma-obowiazywac-od-polnocy-z-poniedzialku-na-wtorektvp-info;24.01.2021;Rząd Izraela zdecydował o zawieszeniu wszystkich lotów do kraju i z kraju – poinformował w niedzielę dziennik „Haarec”. Wprowadzone z powodu pandemii koronawirusa ograniczenie ma obowiązywać od północy z poniedziałku na wtorek do końca stycznia.;Rząd Izraela zdecydował o zawieszeniu wszystkich lotów do kraju i z kraju – poinformował w niedzielę dziennik „Haarec”. Wprowadzone z powodu pandemii koronawirusa ograniczenie ma obowiązywać od północy z poniedziałku na wtorek do końca stycznia.  „Wyprzedzamy cały świat. Żadne państwo nie zrobiło tego, co mamy zamiar zrobić: hermetycznie zamknąć kraj” – cytuje gazeta słowa premiera Benjamina Netanjahu.  Samoloty nie będą mogły lądować na izraelskich lotniskach, wyloty zostaną ograniczone do wyjątkowych sytuacji, zakaz nie obejmie samolotów wykonujących loty cargo, a także transportu medycznego i maszyn gaśniczych – donosi „Haarec”.   Po raz pierwszy Żydzi nie będą mogli emigrować do Izraela Ograniczenie ma potrwać do 31 stycznia,– Z powodu tego zakazu po raz pierwszy Żydzi nie będą mogli emigrować do Izraela, chyba że będzie to kwestia „życia lub śmierci” – powiedziała minister transportu Miri Regew. „To będzie trudna batalia prawna”
1755;Świat;9;Włochy. Wiceminister zdrowia: cztery tygodnie opóźnienia w szczepieniach 80-latków;https://www.tvp.info/51954123/wlochy-przez-producentow-szczepionek-przeciwko-covid-19-opoznionowe-wloszecho-cztery-tygodnie-szczepienia-80-latkow-tvp-info;24.01.2021;Redukcja dostaw szczepionek przeciwko koronawirusowi koncernów Pfizer i AstraZeneca opóźni we Włoszech o cztery tygodnie szczepienia 80-latków, a o 6-8 tygodni reszty ludności. Poinformował o tym w niedzielę wiceminister zdrowia Pierpaolo Sileri w telewizji RAI.;Redukcja dostaw szczepionek przeciwko koronawirusowi koncernów Pfizer i AstraZeneca opóźni we Włoszech o cztery tygodnie szczepienia 80-latków, a o 6-8 tygodni reszty ludności. Poinformował o tym w niedzielę wiceminister zdrowia Pierpaolo Sileri w telewizji RAI.  – Od jutra dostępne preparaty będą przeznaczane przede wszystkim na podanie drugiej dawki zgodnie z kalendarzem osobom już zaszczepionym po raz pierwszy, czyli głównie pracownikom służby zdrowia – wyjaśnił wiceminister.   Dokończenie szczepień
1759;Świat;9;Unia o dostawach szczepionek: Zmusimy firmy do przestrzegania umów;https://www.tvp.info/51948988/szef-re-unia-zmusi-firmy-do-przestrzegania-umow-ws-dostaw-szczepionek-tvp-info;24.01.2021;Unia zmusi firmy farmaceutyczne do przestrzegania umów w sprawie dostaw szczepionek przeciw COVID-19 – zapowiedział szef Rady Europejskiej w wywiadzie dla francuskiego radia Europe 1. Charles Michel nie powiedział, w jaki sposób UE zamierza to zrobić.;Unia zmusi firmy farmaceutyczne do przestrzegania umów w sprawie dostaw szczepionek przeciw COVID-19 – zapowiedział szef Rady Europejskiej w wywiadzie dla francuskiego radia Europe 1. Charles Michel nie powiedział, w jaki sposób UE zamierza to zrobić. Przewodniczący RE mówił jedynie ogólnie o wszelkich dostępnych środkach prawnych, by egzekwować kontrakty. Firmy pożaru i BioNTEch poinformowały w ubiegłym tygodniu, że musiały spowolnić dostawy z powodu modernizacji jednej z fabryk, by w przyszłości zwiększyć produkcję szczepionek .   „Uderzyliśmy pięścią w stół” Przewodniczący Rady powiedział, że Unia w sposób zdecydowany będzie domagać się przestrzegania umów i oczekuje też większej przejrzystości.Ale kiedy początkowo firma Pfizer ogłosiła opóźnienia, zareagowaliśmy zdecydowanie, uderzyliśmy pięścią w stół i w rezultacie zamiast kilkutygodniowych opóźnień były tylko zmniejszone dostawy – powiedział szef Rady.Zmniejszone dostawy szczepionek firm Pfizer i BioNTech dotarły do krajów członkowskich w tym tygodniu. Od jutra, jak zapewniają koncerny, dostawy powrócą do pierwotnego harmonogramu.
1766;Świat;0;Szczepienia poza kolejnością. Dowódca hiszpańskiej armii podał się do dymisji;https://www.tvp.info/51946687/koronawirus-szczepienia-przeciw-covid-19-hiszpania-general-miguel-angel-villarroya-podal-sie-do-dymisji-tvp-info;24.01.2021;Dowódca sił zbrojnych Hiszpanii, generał Miguel Angel Villarroya podał się do dymisji. Jego decyzja ma związek z ujawnionym przez media skandalem dotyczącym udziału wysokich rangą oficerów w szczepieniach przeciwko COVID-19 poza kolejnością. Jednym z zaszczepionych był właśnie Villarroya.;Dowódca sił zbrojnych Hiszpanii, generał Miguel Angel Villarroya podał się do dymisji. Jego decyzja ma związek z ujawnionym przez media skandalem dotyczącym udziału wysokich rangą oficerów w szczepieniach przeciwko COVID-19 poza kolejnością. Jednym z zaszczepionych był właśnie Villarroya.  Podanie się do dymisji szefa armii miało miejsce 24 godziny po skierowaniu do niego przez minister obrony Margaritę Robles prośby o wyjaśnienia w sprawie szczepień. W piątkowym dokumencie szefowa resortu napisała, że oczekuje przedstawienia powodów, dla których gen. Villarroya naruszył przepisy dotyczące szczepień poszczególnych grup obywateli.  „Podaję się do dymisji, aby nie narażać na szkodę wizerunku dowództwa armii” – napisał generał Miguel Angel Villarroya w piśmie do minister Robles, do którego dotarła rozgłośnia Cadena Ser.   Nadużycie stanowiska Pomimo podania się do dymisji, dowódca generalny sił zbrojnych Hiszpanii podkreślił, że „ma czyste sumienie”. „Nigdy nie miałem zamiaru nadużywać zajmowanego stanowiska” – zaznaczył gen. Villarroya.W sobotę przed południem szef MSW Hiszpanii Fernando Grande-Marlaska zdymisjonował komendanta żandarmerii, który również wchodził w skład grupy wysokich rangą oficerów, którzy w ostatnich dniach poddali się szczepieniu przeciwpoza kolejnością.Tymczasem, jak potwierdził w sobotę dziennik „El Mundo”, w szpitalu wojskowym w Madrycie zabrakło szczepionek dla ponad 100 pracowników personelu medycznego. Niedobór, jak wskazuje gazeta, to właśnie efekt szczepień, którym poza kolejnością poddały się nieuprawnione osoby, w tym oficerowie.Sygnalizowane w wielu regionach Hiszpanii przypadki nadużyć podczas szczepień dotyczą również kilkuset urzędników szczebla regionalnego i gminnego, a także członków ich rodzin.Czytaj więcej:
1768;Świat;0;Koronawirus. Kwarantanna szpitala po odkryciu brytyjskiej mutacji;https://www.tvp.info/51946545/koronawirus-kwarantanna-szpitala-w-berlinie-po-odkryciu-brytyjskiej-mutacji-tvp-info;24.01.2021;Klinika Humboldta w Berlinie została objęta kwarantanną po wykryciu u 20 pacjentów i pracowników nowego, bardziej zakaźnego szczepu koronawirusa – poinformowały niemieckie władze sanitarne.;Klinika Humboldta w Berlinie została objęta kwarantanną po wykryciu u 20 pacjentów i pracowników nowego, bardziej zakaźnego szczepu koronawirusa – poinformowały niemieckie władze sanitarne.  Chodzi o wykryty w Wielkiej Brytanii i szybko rozprzestrzeniający się na całym świecie nowy szczep koronawirusa B.1.1.7.  Decyzją władz cały szpital w sobotę wieczorem został objęty kwarantanną i nie przyjmuje nowych pacjentów, także w nagłych przypadkach.  Rzeczniczka grupy Vivantes, do której należy berlińska klinika Humboldta, powiedziała, że prawdopodobnie w najbliższych dniach liczba zakażonych nowym szczepem koronawirusa pacjentów i pracowników szpitala jeszcze wzrośnie. Rząd federalny obawia się rozprzestrzenienia się nowych mutacji koronawirusa w Niemczech. Władze, które do 14 lutego przedłużyły twardy, nie wykluczają przywrócenia kontroli na granicach.Czytaj więcej:
1775;Świat;0;„Czuję się świetnie”. Bill Gates zaszczepił się przeciwko COVID-19;https://www.tvp.info/51943456/koronawirus-bill-gates-zaszczepil-sie-przeciwko-covid-19-tvp-info;23.01.2021;Założyciel Microsoftu Bill Gates poinformował za pośrednictwem Twittera, że przyjął pierwszą dawkę szczepionki przeciwko COVID-19. „Podziękowania dla wszystkim naukowców, uczestników badań, organów regulacyjnych i pracownikom służby zdrowia, którzy doprowadzili nas do tego punktu” – napisał.;Założyciel Microsoftu Bill Gates poinformował za pośrednictwem Twittera, że przyjął pierwszą dawkę szczepionki przeciwko COVID-19. „Podziękowania dla wszystkim naukowców, uczestników badań, organów regulacyjnych i pracownikom służby zdrowia, którzy doprowadzili nas do tego punktu” – napisał. Gates przyjął pierwszą dawkę z racji wieku, który kwalifikuje go do programu szczepień według kolejności obowiązującej w USA. „Jedną z korzyści wynikających z bycia 65-latkiem jest to, że kwalifikuję się do szczepienia przeciwko COVID-19. W tym tygodniu dostałem pierwszą dawkę i czuję się świetnie” – napisał na Twitterze założyciel Microsoftu.  Gates podziękował też wszystkim osobom, które pozwoliły ludzkości dojść do obecnego punktu w walce z pandemią.  Czytaj także: Gates ostrzega przed katastrofą. Daje rady Bidenowi  Twórca Microsoftu od samego początku był wielkim zwolennikiem i propagatorem szczepień oraz największym ich fundatorem na świecie. Wraz z żona Melindą założył fundację finansującą szczepienia, głównie w krajach rozwijających, a także wspierającą badania nad nowymi szczepionkami, np. przeciwko wirusowi HIV (której wciąż nie udaje się uzyskać). One of the benefits of being 65 is that I’m eligible for the COVID-19 vaccine. I got my first dose this week, and I feel great. Thank you to all of the scientists, trial participants, regulators, and frontline healthcare workers who got us to this point. pic.twitter.com/67SIfrG1Yd — Bill Gates (@BillGates) January 22, 2021
1777;Świat;0;Grozi nam szczepionkowy apartheid. Szef Papieskiej Akademii ostrzega;https://www.tvp.info/51941074/watykan-abp-vincenzo-paglia-szczepionki-sa-dobrem-wspolnym-tvp-info;23.01.2021;W obliczu trwającej kampanii szczepień na koronawirusa Papieska Akademia Życia kolejny raz wzywa do przezwyciężenia „szczepionkowego nacjonalizmu”. Przypomina, że szczepienia są dobrem wspólnym wszystkich i należy w nich unikać opóźnień, szczególnie w krajach najuboższych.;W obliczu trwającej kampanii szczepień na koronawirusa Papieska Akademia Życia kolejny raz wzywa do przezwyciężenia „szczepionkowego nacjonalizmu”. Przypomina, że szczepienia są dobrem wspólnym wszystkich i należy w nich unikać opóźnień, szczególnie w krajach najuboższych. CZYTAJ WIĘCEJ W RAPORCIE  Kierujący Papieską Akademią abp Vincenzo Paglia apeluje o niepozostawianie nikogo w szczepionkowym tyle. Jak wskazuje wynika to z fundamentalnego wymogu sumienia. Zauważa, że pojawiające się podczas produkcji i dystrybucji szczepionek poważne problemy można pokonać jedynie wprowadzając przejrzysty system współpracy.  – Narasta konkurencja i nasilają się wzajemne antagonizmy, co grozi pogłębieniem istniejących niesprawiedliwości – powiedział Radiu Watykańskiemu abp Paglia.   Szczepionkowy apartheid Abp Vincenzo Paglia zaznaczył, że „nasz głos to krzyk alarmowy, ponieważ trwa prawdziwy wyścig o zdobycie jak największej liczby szczepionek. – Niektórzy nazywają to wręcz. Jest całkiem jasne, że kraje bogate zapewniły sobie dawki, niektóre nawet ilość przekraczającą ich bieżące potrzeby, podczas gdy w krajach biedniejszych wszystko jest straszliwie spóźnione – powiedział szef Papieskiej Akademii. – Istnieje pilna konieczność jak najszybszego przeprowadzenia szczepień, a co za tym idzie rozprowadzenia szczepionki. Spowodowane jest to również pojawianiem się nowych mutacji wirusa w różnych częściach świata. Patrząc na gromadzenie dawek i konieczność szczepień widzimy niestety szaloną przepaść pomiędzy bogatymi i biednymi, a nawet między krajami w obrębie tego samego bogatego świata – dodał abp Paglia.   Szczepionka dla każdego Kontrola firm
1783;Świat;1;Koronawirus we Włoszech. „Epidemia wymknęła się spod kontroli”;https://www.tvp.info/51938318/koronawirus-we-wloszech-epidemia-wymknela-sie-spod-kontroli-tvp-info;23.01.2021;Zdaniem dyrektora d.s. prewencji włoskiego ministerstwa zdrowia Gianniego Rezzy epidemia w tym kraju wymknęła się spod kontroli, ponieważ wyśledzenie nowych potencjalnych przypadków zakażeń jest nadal niemożliwe. Dlatego ministerstwo wciąż zaleca utrzymanie restrykcji.;Zdaniem dyrektora d.s. prewencji włoskiego ministerstwa zdrowia Gianniego Rezzy epidemia w tym kraju wymknęła się spod kontroli, ponieważ wyśledzenie nowych potencjalnych przypadków zakażeń jest nadal niemożliwe. Dlatego ministerstwo wciąż zaleca utrzymanie restrykcji.  Po pięciu tygodniach wzrostu wskaźnik rozprzestrzeniania się koronawirusa nieznacznie spadł. W części regionów ryzyko zakażenia jest niskie, ale w wielu wciąż wysokie. – Epidemia pozostaje w delikatnej fazie i jeśli teraz odstąpimy od restrykcji, wirus znowu będzie się rozprzestrzeniać – powiedział Rezza.  Zdaniem ministra zdrowia Roberta Speranzy średni wskaźnik zakażalności w kraju poniżej 1 jest budujący. To oznacza, że zakaz przemieszczania się w czasie świąteczno-noworocznym przyniósł pożądany efekt, ale wyzwanie przeciwko wirusowi pozostaje trudne. Jego zdaniem należy zintensyfikować kampanię szczepień.  Tymczasem Pfizer w mijającym tygodniu dostarczył mniej o jedną trzecią szczepionek, a w przyszłym dostarczy mniej o jedną piątą. W efekcie zatrzymano szczepienia osiemdziesięciolatków tak, by wystarczyło szczepionek na zaaplikowanie drugiej dawki tym, którzy przyjęli pierwszą.
1786;Świat;1;Norwegia zamyka stolicę. „Najsurowsze restrykcje”;https://www.tvp.info/51937469/koronawirus-norwegia-zamyka-stolice-najsurowsze-restrykcje-tvp-info;23.01.2021;Rząd Norwegii ogłosił w sobotę zamknięcie Oslo oraz dziewięciu okolicznych miejscowości w związku z wykryciem w gminie Nordre Follo ogniska brytyjskiego szczepu koronawirusa. Na skutek zakażenia tym wariantem wirusa zmarły dwie osoby.;Rząd Norwegii ogłosił w sobotę zamknięcie Oslo oraz dziewięciu okolicznych miejscowości w związku z wykryciem w gminie Nordre Follo ogniska brytyjskiego szczepu koronawirusa. Na skutek zakażenia tym wariantem wirusa zmarły dwie osoby.  – Wprowadzamy najsurowsze środki, tak jak to było 12 marca ubiegłego roku. W niektórych obszarach nawet bardziej restrykcyjne – stwierdził na konferencji prasowej norweski minister zdrowia Bent Hoie.   Nowe restrykcje Od soboty do 31 stycznia w Oslo oraz dziewięciu sąsiednich gminach obowiązywać będzie 13 nowych obostrzeń, wśród nich jestMinister zdrowiaCzytaj więcej: Według norweskich mediów wiele osób ruszyło po zapasy na weekend do otwartych w innych gminach sklepów monopolowych, gdzie pojawiły się kolejki. W Norwegii alkohol sprzedawany jest tylko w nielicznych państwowych sklepach.  Nowe restrykcje obejmują Oslo oraz położone na wschód od stolicy Norwegii Enebakk, As, Vestby, Nesodden, Indre Ostfold, Moss, Frogn, Valer, a także Nordre Follo, gdzie wykryto ognisko brytyjskiej mutacji koronawirusa. W piątek o zamknięciu tej gminy zdecydowały lokalne władze.    Ofiary brytyjskiej mutacji COVID-19 W położonym pod Oslo Nordre Follo w wyniku zakażenia brytyjską wersją koronawirusa zmarło dwóch mieszkańców domu opieki w podeszłym wieku. Nie podróżowali oni do Wielkiej Brytanii ani nie wiadomo, aby mieli kontakt z osobami z tego kraju. Koronawirus rozprzestrzenił się wśród pensjonariuszy oraz pracowników placówki, a zakażenia potwierdzono również w przedszkolu.Według norweskich władz brytyjski wariant koronawirusa może być od 40 do 70 proc. bardziej zaraźliwy. Rząd obawia się, że ognisko w Nordre Follo może przyczynić się do rozwoju w Norwegii trzeciej fali koronawirusa.– Nie wykluczamy wprowadzenia surowszych środków w innych częściach kraju – stwierdził Hoie.
